ID,Nome,Idade,Sexo,Sobrevivente,Pais e Filhos,Irmãos e Cônjuges,Classe,Passagem,Local de Embarque,Tarifa,Cabine
523,Mr. Sarkis Lahoud,,Masculino,False,0,0,3ª,2624,Cherbourg,7.225,
524,Mrs. Louis Albert (Ida Sophia Fischer) Hippach,44.0,Feminino,True,1,0,1ª,111361,Cherbourg,57.9792,B18
525,Mr. Fared Kassem,,Masculino,False,0,0,3ª,2700,Cherbourg,7.2292,
526,Mr. James Farrell,40.5,Masculino,False,0,0,3ª,367232,Queenstown,7.75,
527,Miss. Lucy Ridsdale,50.0,Feminino,True,0,0,2ª,W./C. 14258,Southampton,10.5,
528,Mr. John Farthing,,Masculino,False,0,0,1ª,PC 17483,Southampton,221.7792,C95
529,Mr. Johan Werner Salonen,39.0,Masculino,False,0,0,3ª,3101296,Southampton,7.925,
530,Mr. Richard George Hocking,23.0,Masculino,False,1,2,2ª,29104,Southampton,11.5,
531,Miss. Phyllis May Quick,2.0,Feminino,True,1,1,2ª,26360,Southampton,26.0,
532,Mr. Nakli Toufik,,Masculino,False,0,0,3ª,2641,Cherbourg,7.2292,
533,Mr. Joseph Jr Elias,17.0,Masculino,False,1,1,3ª,2690,Cherbourg,7.2292,
534,Mrs. Catherine (Catherine Rizk) Peter,,Feminino,True,2,0,3ª,2668,Cherbourg,22.3583,
535,Miss. Marija Cacic,30.0,Feminino,False,0,0,3ª,315084,Southampton,8.6625,
536,Miss. Eva Miriam Hart,7.0,Feminino,True,2,0,2ª,F.C.C. 13529,Southampton,26.25,
537,Major. Archibald Willingham Butt,45.0,Masculino,False,0,0,1ª,113050,Southampton,26.55,B38
538,Miss. Bertha LeRoy,30.0,Feminino,True,0,0,1ª,PC 17761,Cherbourg,106.425,
539,Mr. Samuel Beard Risien,,Masculino,False,0,0,3ª,364498,Southampton,14.5,
540,Miss. Hedwig Margaritha Frolicher,22.0,Feminino,True,2,0,1ª,13568,Cherbourg,49.5,B39
541,Miss. Harriet R Crosby,36.0,Feminino,True,2,0,1ª,WE/P 5735,Southampton,71.0,B22
542,Miss. Ingeborg Constanzia Andersson,9.0,Feminino,False,2,4,3ª,347082,Southampton,31.275,
543,Miss. Sigrid Elisabeth Andersson,11.0,Feminino,False,2,4,3ª,347082,Southampton,31.275,
544,Mr. Edward Beane,32.0,Masculino,True,0,1,2ª,2908,Southampton,26.0,
545,Mr. Walter Donald Douglas,50.0,Masculino,False,0,1,1ª,PC 17761,Cherbourg,106.425,C86
546,Mr. Arthur Ernest Nicholson,64.0,Masculino,False,0,0,1ª,693,Southampton,26.0,
547,Mrs. Edward (Ethel Clarke) Beane,19.0,Feminino,True,0,1,2ª,2908,Southampton,26.0,
548,Mr. Julian Padro y Manent,,Masculino,True,0,0,2ª,SC/PARIS 2146,Cherbourg,13.8625,
549,Mr. Frank John Goldsmith,33.0,Masculino,False,1,1,3ª,363291,Southampton,20.525,
550,Master. John Morgan Jr Davies,8.0,Masculino,True,1,1,2ª,C.A. 33112,Southampton,36.75,
551,Mr. John Borland Jr Thayer,17.0,Masculino,True,2,0,1ª,17421,Cherbourg,110.8833,C70
552,Mr. Percival James R Sharp,27.0,Masculino,False,0,0,2ª,244358,Southampton,26.0,
553,Mr. Timothy O'Brien,,Masculino,False,0,0,3ª,330979,Queenstown,7.8292,
554,"Mr. Fahim (""Philip Zenni"") Leeni",22.0,Masculino,True,0,0,3ª,2620,Cherbourg,7.225,
555,Miss. Velin Ohman,22.0,Feminino,True,0,0,3ª,347085,Southampton,7.775,
556,Mr. George Wright,62.0,Masculino,False,0,0,1ª,113807,Southampton,26.55,
557,"Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"") Duff Gordon",48.0,Feminino,True,0,1,1ª,11755,Cherbourg,39.6,A16
558,Mr. Victor Robbins,,Masculino,False,0,0,1ª,PC 17757,Cherbourg,227.525,
559,Mrs. Emil (Tillie Mandelbaum) Taussig,39.0,Feminino,True,1,1,1ª,110413,Southampton,79.65,E67
560,Mrs. Guillaume Joseph (Emma) de Messemaeker,36.0,Feminino,True,0,1,3ª,345572,Southampton,17.4,
561,Mr. Thomas Rowan Morrow,,Masculino,False,0,0,3ª,372622,Queenstown,7.75,
562,Mr. Husein Sivic,40.0,Masculino,False,0,0,3ª,349251,Southampton,7.8958,
563,Mr. Robert Douglas Norman,28.0,Masculino,False,0,0,2ª,218629,Southampton,13.5,
564,Mr. John Simmons,,Masculino,False,0,0,3ª,SOTON/OQ 392082,Southampton,8.05,
565,Miss. (Marion Ogden) Meanwell,,Feminino,False,0,0,3ª,SOTON/O.Q. 392087,Southampton,8.05,
566,Mr. Alfred J Davies,24.0,Masculino,False,0,2,3ª,A/4 48871,Southampton,24.15,
567,Mr. Ilia Stoytcheff,19.0,Masculino,False,0,0,3ª,349205,Southampton,7.8958,
568,Mrs. Nils (Alma Cornelia Berglund) Palsson,29.0,Feminino,False,4,0,3ª,349909,Southampton,21.075,
569,Mr. Tannous Doharr,,Masculino,False,0,0,3ª,2686,Cherbourg,7.2292,
570,Mr. Carl Jonsson,32.0,Masculino,True,0,0,3ª,350417,Southampton,7.8542,
571,Mr. George Harris,62.0,Masculino,True,0,0,2ª,S.W./PP 752,Southampton,10.5,
572,Mrs. Edward Dale (Charlotte Lamson) Appleton,53.0,Feminino,True,0,2,1ª,11769,Southampton,51.4792,C101
573,"Mr. John Irwin (""Irving"") Flynn",36.0,Masculino,True,0,0,1ª,PC 17474,Southampton,26.3875,E25
574,Miss. Mary Kelly,,Feminino,True,0,0,3ª,14312,Queenstown,7.75,
575,Mr. Alfred George John Rush,16.0,Masculino,False,0,0,3ª,A/4. 20589,Southampton,8.05,
576,Mr. George Patchett,19.0,Masculino,False,0,0,3ª,358585,Southampton,14.5,
577,Miss. Ethel Garside,34.0,Feminino,True,0,0,2ª,243880,Southampton,13.0,
578,Mrs. William Baird (Alice Munger) Silvey,39.0,Feminino,True,0,1,1ª,13507,Southampton,55.9,E44
579,Mrs. Joseph (Maria Elias) Caram,,Feminino,False,0,1,3ª,2689,Cherbourg,14.4583,
580,Mr. Eiriik Jussila,32.0,Masculino,True,0,0,3ª,STON/O 2. 3101286,Southampton,7.925,
581,Miss. Julie Rachel Christy,25.0,Feminino,True,1,1,2ª,237789,Southampton,30.0,
582,Mrs. John Borland (Marian Longstreth Morris) Thayer,39.0,Feminino,True,1,1,1ª,17421,Cherbourg,110.8833,C68
583,Mr. William James Downton,54.0,Masculino,False,0,0,2ª,28403,Southampton,26.0,
584,Mr. John Hugo Ross,36.0,Masculino,False,0,0,1ª,13049,Cherbourg,40.125,A10
585,Mr. Uscher Paulner,,Masculino,False,0,0,3ª,3411,Cherbourg,8.7125,
586,Miss. Ruth Taussig,18.0,Feminino,True,2,0,1ª,110413,Southampton,79.65,E68
587,Mr. John Denzil Jarvis,47.0,Masculino,False,0,0,2ª,237565,Southampton,15.0,
588,Mr. Maxmillian Frolicher-Stehli,60.0,Masculino,True,1,1,1ª,13567,Cherbourg,79.2,B41
589,Mr. Eliezer Gilinski,22.0,Masculino,False,0,0,3ª,14973,Southampton,8.05,
590,Mr. Joseph Murdlin,,Masculino,False,0,0,3ª,A./5. 3235,Southampton,8.05,
591,Mr. Matti Rintamaki,35.0,Masculino,False,0,0,3ª,STON/O 2. 3101273,Southampton,7.125,
592,Mrs. Walter Bertram (Martha Eustis) Stephenson,52.0,Feminino,True,0,1,1ª,36947,Cherbourg,78.2667,D20
593,Mr. William James Elsbury,47.0,Masculino,False,0,0,3ª,A/5 3902,Southampton,7.25,
594,Miss. Mary Bourke,,Feminino,False,2,0,3ª,364848,Queenstown,7.75,
595,Mr. John Henry Chapman,37.0,Masculino,False,0,1,2ª,SC/AH 29037,Southampton,26.0,
596,Mr. Jean Baptiste Van Impe,36.0,Masculino,False,1,1,3ª,345773,Southampton,24.15,
597,Miss. Jessie Wills Leitch,,Feminino,True,0,0,2ª,248727,Southampton,33.0,
598,Mr. Alfred Johnson,49.0,Masculino,False,0,0,3ª,LINE,Southampton,0.0,
599,Mr. Hanna Boulos,,Masculino,False,0,0,3ª,2664,Cherbourg,7.225,
600,"Sir. Cosmo Edmund (""Mr Morgan"") Duff Gordon",49.0,Masculino,True,0,1,1ª,PC 17485,Cherbourg,56.9292,A20
601,Mrs. Sidney Samuel (Amy Frances Christy) Jacobsohn,24.0,Feminino,True,1,2,2ª,243847,Southampton,27.0,
602,Mr. Petco Slabenoff,,Masculino,False,0,0,3ª,349214,Southampton,7.8958,
603,Mr. Charles H Harrington,,Masculino,False,0,0,1ª,113796,Southampton,42.4,
604,Mr. Ernst William Torber,44.0,Masculino,False,0,0,3ª,364511,Southampton,8.05,
605,"Mr. Harry (""Mr E Haven"") Homer",35.0,Masculino,True,0,0,1ª,111426,Cherbourg,26.55,
606,Mr. Edvard Bengtsson Lindell,36.0,Masculino,False,0,1,3ª,349910,Southampton,15.55,
607,Mr. Milan Karaic,30.0,Masculino,False,0,0,3ª,349246,Southampton,7.8958,
608,Mr. Robert Williams Daniel,27.0,Masculino,True,0,0,1ª,113804,Southampton,30.5,
609,Mrs. Joseph (Juliette Marie Louise Lafargue) Laroche,22.0,Feminino,True,2,1,2ª,SC/Paris 2123,Cherbourg,41.5792,
610,Miss. Elizabeth W Shutes,40.0,Feminino,True,0,0,1ª,PC 17582,Southampton,153.4625,C125
611,Mrs. Anders Johan (Alfrida Konstantia Brogren) Andersson,39.0,Feminino,False,5,1,3ª,347082,Southampton,31.275,
612,Mr. Jose Neto Jardin,,Masculino,False,0,0,3ª,SOTON/O.Q. 3101305,Southampton,7.05,
613,Miss. Margaret Jane Murphy,,Feminino,True,0,1,3ª,367230,Queenstown,15.5,
614,Mr. John Horgan,,Masculino,False,0,0,3ª,370377,Queenstown,7.75,
615,Mr. William Alfred Brocklebank,35.0,Masculino,False,0,0,3ª,364512,Southampton,8.05,
616,Miss. Alice Herman,24.0,Feminino,True,2,1,2ª,220845,Southampton,65.0,
617,Mr. Ernst Gilbert Danbom,34.0,Masculino,False,1,1,3ª,347080,Southampton,14.4,
618,Mrs. William Arthur (Cordelia K Stanlick) Lobb,26.0,Feminino,False,0,1,3ª,A/5. 3336,Southampton,16.1,
619,Miss. Marion Louise Becker,4.0,Feminino,True,1,2,2ª,230136,Southampton,39.0,F4
620,Mr. Lawrence Gavey,26.0,Masculino,False,0,0,2ª,31028,Southampton,10.5,
621,Mr. Antoni Yasbeck,27.0,Masculino,False,0,1,3ª,2659,Cherbourg,14.4542,
622,Mr. Edwin Nelson Jr Kimball,42.0,Masculino,True,0,1,1ª,11753,Southampton,52.5542,D19
623,Mr. Sahid Nakid,20.0,Masculino,True,1,1,3ª,2653,Cherbourg,15.7417,
624,Mr. Henry Damsgaard Hansen,21.0,Masculino,False,0,0,3ª,350029,Southampton,7.8542,
625,"Mr. David John ""Dai"" Bowen",21.0,Masculino,False,0,0,3ª,54636,Southampton,16.1,
626,Mr. Frederick Sutton,61.0,Masculino,False,0,0,1ª,36963,Southampton,32.3208,D50
627,Rev. Charles Leonard Kirkland,57.0,Masculino,False,0,0,2ª,219533,Queenstown,12.35,
628,Miss. Gretchen Fiske Longley,21.0,Feminino,True,0,0,1ª,13502,Southampton,77.9583,D9
629,Mr. Guentcho Bostandyeff,26.0,Masculino,False,0,0,3ª,349224,Southampton,7.8958,
630,Mr. Patrick D O'Connell,,Masculino,False,0,0,3ª,334912,Queenstown,7.7333,
631,Mr. Algernon Henry Wilson Barkworth,80.0,Masculino,True,0,0,1ª,27042,Southampton,30.0,A23
632,Mr. Johan Svensson Lundahl,51.0,Masculino,False,0,0,3ª,347743,Southampton,7.0542,
633,Dr. Max Stahelin-Maeglin,32.0,Masculino,True,0,0,1ª,13214,Cherbourg,30.5,B50
634,Mr. William Henry Marsh Parr,,Masculino,False,0,0,1ª,112052,Southampton,0.0,
635,Miss. Mabel Skoog,9.0,Feminino,False,2,3,3ª,347088,Southampton,27.9,
636,Miss. Mary Davis,28.0,Feminino,True,0,0,2ª,237668,Southampton,13.0,
637,Mr. Antti Gustaf Leinonen,32.0,Masculino,False,0,0,3ª,STON/O 2. 3101292,Southampton,7.925,
638,Mr. Harvey Collyer,31.0,Masculino,False,1,1,2ª,C.A. 31921,Southampton,26.25,
639,Mrs. Juha (Maria Emilia Ojala) Panula,41.0,Feminino,False,5,0,3ª,3101295,Southampton,39.6875,
640,Mr. Percival Thorneycroft,,Masculino,False,0,1,3ª,376564,Southampton,16.1,
641,Mr. Hans Peder Jensen,20.0,Masculino,False,0,0,3ª,350050,Southampton,7.8542,
642,Mlle. Emma Sagesser,24.0,Feminino,True,0,0,1ª,PC 17477,Cherbourg,69.3,B35
643,Miss. Margit Elizabeth Skoog,2.0,Feminino,False,2,3,3ª,347088,Southampton,27.9,
644,Mr. Choong Foo,,Masculino,True,0,0,3ª,1601,Southampton,56.4958,
645,Miss. Eugenie Baclini,0.75,Feminino,True,1,2,3ª,2666,Cherbourg,19.2583,
646,Mr. Henry Sleeper Harper,48.0,Masculino,True,0,1,1ª,PC 17572,Cherbourg,76.7292,D33
647,Mr. Liudevit Cor,19.0,Masculino,False,0,0,3ª,349231,Southampton,7.8958,
648,Col. Oberst Alfons Simonius-Blumer,56.0,Masculino,True,0,0,1ª,13213,Cherbourg,35.5,A26
649,Mr. Edward Willey,,Masculino,False,0,0,3ª,S.O./P.P. 751,Southampton,7.55,
650,Miss. Amy Zillah Elsie Stanley,23.0,Feminino,True,0,0,3ª,CA. 2314,Southampton,7.55,
651,Mr. Mito Mitkoff,,Masculino,False,0,0,3ª,349221,Southampton,7.8958,
652,Miss. Elsie Doling,18.0,Feminino,True,1,0,2ª,231919,Southampton,23.0,
653,Mr. Johannes Halvorsen Kalvik,21.0,Masculino,False,0,0,3ª,8475,Southampton,8.4333,
654,"Miss. Hanora ""Norah"" O'Leary",,Feminino,True,0,0,3ª,330919,Queenstown,7.8292,
655,"Miss. Hanora ""Nora"" Hegarty",18.0,Feminino,False,0,0,3ª,365226,Queenstown,6.75,
656,Mr. Leonard Mark Hickman,24.0,Masculino,False,0,2,2ª,S.O.C. 14879,Southampton,73.5,
657,Mr. Alexander Radeff,,Masculino,False,0,0,3ª,349223,Southampton,7.8958,
658,Mrs. John (Catherine) Bourke,32.0,Feminino,False,1,1,3ª,364849,Queenstown,15.5,
659,Mr. George Floyd Eitemiller,23.0,Masculino,False,0,0,2ª,29751,Southampton,13.0,
660,Mr. Arthur Webster Newell,58.0,Masculino,False,2,0,1ª,35273,Cherbourg,113.275,D48
661,Dr. Henry William Frauenthal,50.0,Masculino,True,0,2,1ª,PC 17611,Southampton,133.65,
662,Mr. Mohamed Badt,40.0,Masculino,False,0,0,3ª,2623,Cherbourg,7.225,
663,Mr. Edward Pomeroy Colley,47.0,Masculino,False,0,0,1ª,5727,Southampton,25.5875,E58
664,Mr. Peju Coleff,36.0,Masculino,False,0,0,3ª,349210,Southampton,7.4958,
665,Mr. Eino William Lindqvist,20.0,Masculino,True,0,1,3ª,STON/O 2. 3101285,Southampton,7.925,
666,Mr. Lewis Hickman,32.0,Masculino,False,0,2,2ª,S.O.C. 14879,Southampton,73.5,
667,Mr. Reginald Fenton Butler,25.0,Masculino,False,0,0,2ª,234686,Southampton,13.0,
668,Mr. Knud Paust Rommetvedt,,Masculino,False,0,0,3ª,312993,Southampton,7.775,
669,Mr. Jacob Cook,43.0,Masculino,False,0,0,3ª,A/5 3536,Southampton,8.05,
670,Mrs. Elmer Zebley (Juliet Cummins Wright) Taylor,,Feminino,True,0,1,1ª,19996,Southampton,52.0,C126
671,Mrs. Thomas William Solomon (Elizabeth Catherine Ford) Brown,40.0,Feminino,True,1,1,2ª,29750,Southampton,39.0,
672,Mr. Thornton Davidson,31.0,Masculino,False,0,1,1ª,F.C. 12750,Southampton,52.0,B71
673,Mr. Henry Michael Mitchell,70.0,Masculino,False,0,0,2ª,C.A. 24580,Southampton,10.5,
674,Mr. Charles Wilhelms,31.0,Masculino,True,0,0,2ª,244270,Southampton,13.0,
675,Mr. Ennis Hastings Watson,,Masculino,False,0,0,2ª,239856,Southampton,0.0,
676,Mr. Gustaf Hjalmar Edvardsson,18.0,Masculino,False,0,0,3ª,349912,Southampton,7.775,
677,Mr. Frederick Charles Sawyer,24.5,Masculino,False,0,0,3ª,342826,Southampton,8.05,
678,Miss. Anna Sofia Turja,18.0,Feminino,True,0,0,3ª,4138,Southampton,9.8417,
679,Mrs. Frederick (Augusta Tyler) Goodwin,43.0,Feminino,False,6,1,3ª,CA 2144,Southampton,46.9,
680,Mr. Thomas Drake Martinez Cardeza,36.0,Masculino,True,1,0,1ª,PC 17755,Cherbourg,512.3292,B51 B53 B55
681,Miss. Katie Peters,,Feminino,False,0,0,3ª,330935,Queenstown,8.1375,
682,Mr. Hammad Hassab,27.0,Masculino,True,0,0,1ª,PC 17572,Cherbourg,76.7292,D49
683,Mr. Thor Anderson Olsvigen,20.0,Masculino,False,0,0,3ª,6563,Southampton,9.225,
684,Mr. Charles Edward Goodwin,14.0,Masculino,False,2,5,3ª,CA 2144,Southampton,46.9,
685,Mr. Thomas William Solomon Brown,60.0,Masculino,False,1,1,2ª,29750,Southampton,39.0,
686,Mr. Joseph Philippe Lemercier Laroche,25.0,Masculino,False,2,1,2ª,SC/Paris 2123,Cherbourg,41.5792,
687,Mr. Jaako Arnold Panula,14.0,Masculino,False,1,4,3ª,3101295,Southampton,39.6875,
688,Mr. Branko Dakic,19.0,Masculino,False,0,0,3ª,349228,Southampton,10.1708,
689,Mr. Eberhard Thelander Fischer,18.0,Masculino,False,0,0,3ª,350036,Southampton,7.7958,
690,Miss. Georgette Alexandra Madill,15.0,Feminino,True,1,0,1ª,24160,Southampton,211.3375,B5
691,Mr. Albert Adrian Dick,31.0,Masculino,True,0,1,1ª,17474,Southampton,57.0,B20
692,Miss. Manca Karun,4.0,Feminino,True,1,0,3ª,349256,Cherbourg,13.4167,
693,Mr. Ali Lam,,Masculino,True,0,0,3ª,1601,Southampton,56.4958,
694,Mr. Khalil Saad,25.0,Masculino,False,0,0,3ª,2672,Cherbourg,7.225,
695,Col. John Weir,60.0,Masculino,False,0,0,1ª,113800,Southampton,26.55,
696,Mr. Charles Henry Chapman,52.0,Masculino,False,0,0,2ª,248731,Southampton,13.5,
697,Mr. James Kelly,44.0,Masculino,False,0,0,3ª,363592,Southampton,8.05,
698,"Miss. Katherine ""Katie"" Mullens",,Feminino,True,0,0,3ª,35852,Queenstown,7.7333,
699,Mr. John Borland Thayer,49.0,Masculino,False,1,1,1ª,17421,Cherbourg,110.8833,C68
700,Mr. Adolf Mathias Nicolai Olsen Humblen,42.0,Masculino,False,0,0,3ª,348121,Southampton,7.65,F G63
701,Mrs. John Jacob (Madeleine Talmadge Force) Astor,18.0,Feminino,True,0,1,1ª,PC 17757,Cherbourg,227.525,C62 C64
702,Mr. Spencer Victor Silverthorne,35.0,Masculino,True,0,0,1ª,PC 17475,Southampton,26.2875,E24
703,Miss. Saiide Barbara,18.0,Feminino,False,1,0,3ª,2691,Cherbourg,14.4542,
704,Mr. Martin Gallagher,25.0,Masculino,False,0,0,3ª,36864,Queenstown,7.7417,
705,Mr. Henrik Juul Hansen,26.0,Masculino,False,0,1,3ª,350025,Southampton,7.8542,
706,"Mr. Henry Samuel (""Mr Henry Marshall"") Morley",39.0,Masculino,False,0,0,2ª,250655,Southampton,26.0,
707,"Mrs. Florence ""Fannie"" Kelly",45.0,Feminino,True,0,0,2ª,223596,Southampton,13.5,
708,Mr. Edward Pennington Calderhead,42.0,Masculino,True,0,0,1ª,PC 17476,Southampton,26.2875,E24
709,Miss. Alice Cleaver,22.0,Feminino,True,0,0,1ª,113781,Southampton,151.55,
710,"Master. Halim Gonios (""William George"") Moubarek",,Masculino,True,1,1,3ª,2661,Cherbourg,15.2458,
711,"Mlle. Berthe Antonine (""Mrs de Villiers"") Mayne",24.0,Feminino,True,0,0,1ª,PC 17482,Cherbourg,49.5042,C90
712,Mr. Herman Klaber,,Masculino,False,0,0,1ª,113028,Southampton,26.55,C124
713,Mr. Elmer Zebley Taylor,48.0,Masculino,True,0,1,1ª,19996,Southampton,52.0,C126
714,Mr. August Viktor Larsson,29.0,Masculino,False,0,0,3ª,7545,Southampton,9.4833,
715,Mr. Samuel Greenberg,52.0,Masculino,False,0,0,2ª,250647,Southampton,13.0,
716,Mr. Peter Andreas Lauritz Andersen Soholt,19.0,Masculino,False,0,0,3ª,348124,Southampton,7.65,F G73
717,Miss. Caroline Louise Endres,38.0,Feminino,True,0,0,1ª,PC 17757,Cherbourg,227.525,C45
718,"Miss. Edwina Celia ""Winnie"" Troutt",27.0,Feminino,True,0,0,2ª,34218,Southampton,10.5,E101
719,Mr. Michael McEvoy,,Masculino,False,0,0,3ª,36568,Queenstown,15.5,
720,Mr. Malkolm Joackim Johnson,33.0,Masculino,False,0,0,3ª,347062,Southampton,7.775,
721,"Miss. Annie Jessie ""Nina"" Harper",6.0,Feminino,True,1,0,2ª,248727,Southampton,33.0,
722,Mr. Svend Lauritz Jensen,17.0,Masculino,False,0,1,3ª,350048,Southampton,7.0542,
723,Mr. William Henry Gillespie,34.0,Masculino,False,0,0,2ª,12233,Southampton,13.0,
724,Mr. Henry Price Hodges,50.0,Masculino,False,0,0,2ª,250643,Southampton,13.0,
725,Mr. Norman Campbell Chambers,27.0,Masculino,True,0,1,1ª,113806,Southampton,53.1,E8
726,Mr. Luka Oreskovic,20.0,Masculino,False,0,0,3ª,315094,Southampton,8.6625,
727,Mrs. Peter Henry (Lillian Jefferys) Renouf,30.0,Feminino,True,0,3,2ª,31027,Southampton,21.0,
728,Miss. Margareth Mannion,,Feminino,True,0,0,3ª,36866,Queenstown,7.7375,
729,Mr. Kurt Arnold Gottfrid Bryhl,25.0,Masculino,False,0,1,2ª,236853,Southampton,26.0,
730,Miss. Pieta Sofia Ilmakangas,25.0,Feminino,False,0,1,3ª,STON/O2. 3101271,Southampton,7.925,
731,Miss. Elisabeth Walton Allen,29.0,Feminino,True,0,0,1ª,24160,Southampton,211.3375,B5
732,Mr. Houssein G N Hassan,11.0,Masculino,False,0,0,3ª,2699,Cherbourg,18.7875,
733,Mr. Robert J Knight,,Masculino,False,0,0,2ª,239855,Southampton,0.0,
734,Mr. William John Berriman,23.0,Masculino,False,0,0,2ª,28425,Southampton,13.0,
735,Mr. Moses Aaron Troupiansky,23.0,Masculino,False,0,0,2ª,233639,Southampton,13.0,
736,Mr. Leslie Williams,28.5,Masculino,False,0,0,3ª,54636,Southampton,16.1,
737,Mrs. Edward (Margaret Ann Watson) Ford,48.0,Feminino,False,3,1,3ª,W./C. 6608,Southampton,34.375,
738,Mr. Gustave J Lesurer,35.0,Masculino,True,0,0,1ª,PC 17755,Cherbourg,512.3292,B101
739,Mr. Kanio Ivanoff,,Masculino,False,0,0,3ª,349201,Southampton,7.8958,
740,Mr. Minko Nankoff,,Masculino,False,0,0,3ª,349218,Southampton,7.8958,
741,Mr. Walter James Hawksford,,Masculino,True,0,0,1ª,16988,Southampton,30.0,D45
742,Mr. Tyrell William Cavendish,36.0,Masculino,False,0,1,1ª,19877,Southampton,78.85,C46
743,"Miss. Susan Parker ""Suzette"" Ryerson",21.0,Feminino,True,2,2,1ª,PC 17608,Cherbourg,262.375,B57 B59 B63 B66
744,Mr. Neal McNamee,24.0,Masculino,False,0,1,3ª,376566,Southampton,16.1,
745,Mr. Juho Stranden,31.0,Masculino,True,0,0,3ª,STON/O 2. 3101288,Southampton,7.925,
746,Capt. Edward Gifford Crosby,70.0,Masculino,False,1,1,1ª,WE/P 5735,Southampton,71.0,B22
747,Mr. Rossmore Edward Abbott,16.0,Masculino,False,1,1,3ª,C.A. 2673,Southampton,20.25,
748,Miss. Anna Sinkkonen,30.0,Feminino,True,0,0,2ª,250648,Southampton,13.0,
749,Mr. Daniel Warner Marvin,19.0,Masculino,False,0,1,1ª,113773,Southampton,53.1,D30
750,Mr. Michael Connaghton,31.0,Masculino,False,0,0,3ª,335097,Queenstown,7.75,
751,Miss. Joan Wells,4.0,Feminino,True,1,1,2ª,29103,Southampton,23.0,
752,Master. Meier Moor,6.0,Masculino,True,1,0,3ª,392096,Southampton,12.475,E121
753,Mr. Johannes Joseph Vande Velde,33.0,Masculino,False,0,0,3ª,345780,Southampton,9.5,
754,Mr. Lalio Jonkoff,23.0,Masculino,False,0,0,3ª,349204,Southampton,7.8958,
755,Mrs. Samuel (Jane Laver) Herman,48.0,Feminino,True,2,1,2ª,220845,Southampton,65.0,
756,Master. Viljo Hamalainen,0.67,Masculino,True,1,1,2ª,250649,Southampton,14.5,
757,Mr. August Sigfrid Carlsson,28.0,Masculino,False,0,0,3ª,350042,Southampton,7.7958,
758,Mr. Percy Andrew Bailey,18.0,Masculino,False,0,0,2ª,29108,Southampton,11.5,
759,Mr. Thomas Leonard Theobald,34.0,Masculino,False,0,0,3ª,363294,Southampton,8.05,
760,the Countess. of (Lucy Noel Martha Dyer-Edwards) Rothes,33.0,Feminino,True,0,0,1ª,110152,Southampton,86.5,B77
761,Mr. John Garfirth,,Masculino,False,0,0,3ª,358585,Southampton,14.5,
762,Mr. Iisakki Antino Aijo Nirva,41.0,Masculino,False,0,0,3ª,SOTON/O2 3101272,Southampton,7.125,
763,Mr. Hanna Assi Barah,20.0,Masculino,True,0,0,3ª,2663,Cherbourg,7.2292,
764,Mrs. William Ernest (Lucile Polk) Carter,36.0,Feminino,True,2,1,1ª,113760,Southampton,120.0,B96 B98
765,Mr. Hans Linus Eklund,16.0,Masculino,False,0,0,3ª,347074,Southampton,7.775,
766,Mrs. John C (Anna Andrews) Hogeboom,51.0,Feminino,True,0,1,1ª,13502,Southampton,77.9583,D11
767,Dr. Arthur Jackson Brewe,,Masculino,False,0,0,1ª,112379,Cherbourg,39.6,
768,Miss. Mary Mangan,30.5,Feminino,False,0,0,3ª,364850,Queenstown,7.75,
769,Mr. Daniel J Moran,,Masculino,False,0,1,3ª,371110,Queenstown,24.15,
770,Mr. Daniel Danielsen Gronnestad,32.0,Masculino,False,0,0,3ª,8471,Southampton,8.3625,
771,Mr. Rene Aime Lievens,24.0,Masculino,False,0,0,3ª,345781,Southampton,9.5,
772,Mr. Niels Peder Jensen,48.0,Masculino,False,0,0,3ª,350047,Southampton,7.8542,
773,Mrs. (Mary) Mack,57.0,Feminino,False,0,0,2ª,S.O./P.P. 3,Southampton,10.5,E77
774,Mr. Dibo Elias,,Masculino,False,0,0,3ª,2674,Cherbourg,7.225,
775,Mrs. Elizabeth (Eliza Needs) Hocking,54.0,Feminino,True,3,1,2ª,29105,Southampton,23.0,
776,Mr. Pehr Fabian Oliver Malkolm Myhrman,18.0,Masculino,False,0,0,3ª,347078,Southampton,7.75,
777,Mr. Roger Tobin,,Masculino,False,0,0,3ª,383121,Queenstown,7.75,F38
778,Miss. Virginia Ethel Emanuel,5.0,Feminino,True,0,0,3ª,364516,Southampton,12.475,
779,Mr. Thomas J Kilgannon,,Masculino,False,0,0,3ª,36865,Queenstown,7.7375,
780,Mrs. Edward Scott (Elisabeth Walton McMillan) Robert,43.0,Feminino,True,1,0,1ª,24160,Southampton,211.3375,B3
781,Miss. Banoura Ayoub,13.0,Feminino,True,0,0,3ª,2687,Cherbourg,7.2292,
782,Mrs. Albert Adrian (Vera Gillespie) Dick,17.0,Feminino,True,0,1,1ª,17474,Southampton,57.0,B20
783,Mr. Milton Clyde Long,29.0,Masculino,False,0,0,1ª,113501,Southampton,30.0,D6
784,Mr. Andrew G Johnston,,Masculino,False,2,1,3ª,W./C. 6607,Southampton,23.45,
785,Mr. William Ali,25.0,Masculino,False,0,0,3ª,SOTON/O.Q. 3101312,Southampton,7.05,
